index,orig,reasonIndex,reason,resultIndex,result,category1,category2
262,#1 常染色体のゲノムの一組をAとしますと， #2 雌雄同体は AAXX，雄は AAXO（あるいは AAX）となります。 #3 AAXXX は雌雄同体，AAAXX は雄，AAAAXX は雄，AAAAXXX（X）は雌雄同体となることから， #4 X染色体と常染色体の比（X／A比）が，性決定の基となる信号と考えられます。 #5 この比と xol−1 のあいだの遺伝子のカスケードはわかっていません。 #6 また，tra−1 の下流には多くの遺伝子が関与すると思われます。 #7 そのなかには，egl−5，mab−3，fog−1，fog−2 などがあり， #8 mab−3 と fog−1 の転写をTRA−1Aタンパク質が調節している可能性が考えられています。 #9 ここにあげた遺伝子のなかで，xol−1，sdc−1，sdc−2，sdc−3，fox−1 はX染色体上にありますが， #10 他の遺伝子は常染色体上にあることが注目されます。,#3,AAXXX は雌雄同体，AAAXX は雄，AAAAXX は雄，AAAAXXXは雌雄同体となることから，,#4,X染色体と常染色体の比が，性決定の基となる信号と考えられます。,implicit,原因・理由  
268,#1 注意深い観察から，このプログラム細胞死が起こらなくなる変異体が分離されてきました。 #2 この場合も変異体は生存が可?能だったので， #3 その遺伝子カスケードが明らかにされました。 #4 ただ，よく考えてみると， #5 そもそも2倍になったあとで片方の細胞が死ぬのですから， #6 細胞の数はふえません。 #7 また，死ななくても #8 影響がないとしたら， #9 いったい細胞死は何の役に立っているのでしょうか。 #10 細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために #11 1回複製することがだいじという考えもありますが， #12 残念ながらほんとうの意味はわかっていません。 #13 それは今後の研究に待たなければなりません。 #14 しかし，プログラム細胞死の遺伝子カスケードがもっともよくわかってきたのは線虫ですし， #15 しかも以下に述べるように，その機構がヒトなど哺乳動物におけるアポトーシスと同じであることがわかり， #16 一躍注目をあびているわけです。,#2,この場合も変異体は生存が可能だったので，,#3,その遺伝子カスケードが明らかにされました。,explicit,原因・理由  
268,#1 注意深い観察から，このプログラム細胞死が起こらなくなる変異体が分離されてきました。 #2 この場合も変異体は生存が可?能だったので， #3 その遺伝子カスケードが明らかにされました。 #4 ただ，よく考えてみると， #5 そもそも2倍になったあとで片方の細胞が死ぬのですから， #6 細胞の数はふえません。 #7 また，死ななくても #8 影響がないとしたら， #9 いったい細胞死は何の役に立っているのでしょうか。 #10 細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために #11 1回複製することがだいじという考えもありますが， #12 残念ながらほんとうの意味はわかっていません。 #13 それは今後の研究に待たなければなりません。 #14 しかし，プログラム細胞死の遺伝子カスケードがもっともよくわかってきたのは線虫ですし， #15 しかも以下に述べるように，その機構がヒトなど哺乳動物におけるアポトーシスと同じであることがわかり， #16 一躍注目をあびているわけです。,#5,そもそも2倍になったあとで片方の細胞が死ぬのですから，,#6,細胞の数はふえません。,explicit,原因・理由  
268,#1 注意深い観察から，このプログラム細胞死が起こらなくなる変異体が分離されてきました。 #2 この場合も変異体は生存が可?能だったので， #3 その遺伝子カスケードが明らかにされました。 #4 ただ，よく考えてみると， #5 そもそも2倍になったあとで片方の細胞が死ぬのですから， #6 細胞の数はふえません。 #7 また，死ななくても #8 影響がないとしたら， #9 いったい細胞死は何の役に立っているのでしょうか。 #10 細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために #11 1回複製することがだいじという考えもありますが， #12 残念ながらほんとうの意味はわかっていません。 #13 それは今後の研究に待たなければなりません。 #14 しかし，プログラム細胞死の遺伝子カスケードがもっともよくわかってきたのは線虫ですし， #15 しかも以下に述べるように，その機構がヒトなど哺乳動物におけるアポトーシスと同じであることがわかり， #16 一躍注目をあびているわけです。,#10,細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために,#11,1回複製することがだいじという考えもありますが，,explicit,目的  
268,#1 注意深い観察から，このプログラム細胞死が起こらなくなる変異体が分離されてきました。 #2 この場合も変異体は生存が可?能だったので， #3 その遺伝子カスケードが明らかにされました。 #4 ただ，よく考えてみると， #5 そもそも2倍になったあとで片方の細胞が死ぬのですから， #6 細胞の数はふえません。 #7 また，死ななくても #8 影響がないとしたら， #9 いったい細胞死は何の役に立っているのでしょうか。 #10 細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために #11 1回複製することがだいじという考えもありますが， #12 残念ながらほんとうの意味はわかっていません。 #13 それは今後の研究に待たなければなりません。 #14 しかし，プログラム細胞死の遺伝子カスケードがもっともよくわかってきたのは線虫ですし， #15 しかも以下に述べるように，その機構がヒトなど哺乳動物におけるアポトーシスと同じであることがわかり， #16 一躍注目をあびているわけです。,#10,細胞質因子を不均等に娘細胞に分配することによって新しい性質の細胞をつくりだすという考えや，染色体の構造を変えるために,#12,残念ながらほんとうの意味はわかっていません。,explicit,原因・理由  
272,#1 ced−9 もたいへん重要で #2 興味ある遺伝子です。 #3 ced−9 遺伝子の機能喪失の突然変異体では，正常では #4 死なない多くの細胞がプログラム細胞死を起こし， #5 胚の発生中に死んでしまいます。 #6 また，ced−9 の機能が増大したと考えられる突然変異体では，プログラム細胞死が起こらなくなります。 #7 したがって，ced−9 は細胞死の調節スイッチとしてはたらいていて， #8 その正常な状態では，131個の細胞死だけが起こるように，ced−3 または ced−4 の活性を抑制していると考えられます。 #9 とても興味深いことに，ced−9遺伝子の産物（280アミノ酸）は，哺乳類で発見され #10 プログラム細胞死（アポトーシス）を阻害すると考えられているBcl−2タンパク質と相同性があることがわかりました。 #11 さらにおどろくべきことに，ced−9とbcl−2遺伝子は，細胞死に関して， #12 たがいに機能を交換しあえることが，遺伝子導入によって確かめられたのです。,#6,また，ced−9 の機能が増大したと考えられる突然変異体では，プログラム細胞死が起こらなくなります。,#7,したがって，ced−9 は細胞死の調節スイッチとしてはたらいていて，,explicit,原因・理由  
272,#1 ced−9 もたいへん重要で #2 興味ある遺伝子です。 #3 ced−9 遺伝子の機能喪失の突然変異体では，正常では #4 死なない多くの細胞がプログラム細胞死を起こし， #5 胚の発生中に死んでしまいます。 #6 また，ced−9 の機能が増大したと考えられる突然変異体では，プログラム細胞死が起こらなくなります。 #7 したがって，ced−9 は細胞死の調節スイッチとしてはたらいていて， #8 その正常な状態では，131個の細胞死だけが起こるように，ced−3 または ced−4 の活性を抑制していると考えられます。 #9 とても興味深いことに，ced−9遺伝子の産物（280アミノ酸）は，哺乳類で発見され #10 プログラム細胞死（アポトーシス）を阻害すると考えられているBcl−2タンパク質と相同性があることがわかりました。 #11 さらにおどろくべきことに，ced−9とbcl−2遺伝子は，細胞死に関して， #12 たがいに機能を交換しあえることが，遺伝子導入によって確かめられたのです。,#11,さらにおどろくべきことに，ced−9とbcl−2遺伝子は，細胞死に関して，,#12,たがいに機能を交換しあえることが，遺伝子導入によって確かめられたのです。,implicit,原因・理由  
274,#1 ced−9 よりも前の，死ぬべき細胞の決定過程は，細胞系譜によって異なるようです。 #2 たとえば，雌雄同体によってHSN神経細胞となる細胞は，雄では細胞死を起こしますが， #3 雌雄同体では egl−1 が細胞死を阻止しているために #4 HSN神経細胞が生き残ると考えられています。 #5 ced−9，ced−3 以外の大部分の遺伝子の機能は不明です。 #6 ced−3遺伝子が他のタンパク質を分解することによって細胞死が起こる可能性はありますが， #7 細胞死の実行の機構の詳細は不明です。 #8 また，他の細胞による取り込みの機構も不明です。,#3,雌雄同体では egl−1 が細胞死を阻止しているために,#4,HSN神経細胞が生き残ると考えられています。,explicit,目的  
278,#1 動物と植物のちがいはなんでしょう。 #2 それは，動物が「動く」ことです。 #3 動きの源は筋肉組織です。 #4 この重要な筋肉の研究には長い歴史があり， #5 それぞれの目的に有利な材料が使われてきました。 #6 筋肉タンパク質の生化学的な性質はおもにウサギを使った実験から調べられてきましたし， #7 電気生理学的な性質はカエルを使った実験が主でした。 #8 しかし，筋肉タンパク質の構造と機能， #9 筋肉の形成機構を調べるには， #10 やはり遺伝学の手法が必要になってきます。 #11 そこで線虫の登場です。 #12 線虫にも立派な筋肉組織があります。 #13 そこに突然変異が入ったものは「動きの悪い」虫として簡単に見つけることができますので， #14 これまでに膨大な数の変異体が分離され #15 調べられてきました。 #16 ここでは，筋肉タンパク質の遺伝子が変異した線虫では，どのようにして #17 筋肉を形成するのか，また #18 筋肉遺伝子がどのように発現制御されるのかを説明します。,#9,筋肉の形成機構を調べるには，,#10,やはり遺伝学の手法が必要になってきます。,explicit,目的  
278,#1 動物と植物のちがいはなんでしょう。 #2 それは，動物が「動く」ことです。 #3 動きの源は筋肉組織です。 #4 この重要な筋肉の研究には長い歴史があり， #5 それぞれの目的に有利な材料が使われてきました。 #6 筋肉タンパク質の生化学的な性質はおもにウサギを使った実験から調べられてきましたし， #7 電気生理学的な性質はカエルを使った実験が主でした。 #8 しかし，筋肉タンパク質の構造と機能， #9 筋肉の形成機構を調べるには， #10 やはり遺伝学の手法が必要になってきます。 #11 そこで線虫の登場です。 #12 線虫にも立派な筋肉組織があります。 #13 そこに突然変異が入ったものは「動きの悪い」虫として簡単に見つけることができますので， #14 これまでに膨大な数の変異体が分離され #15 調べられてきました。 #16 ここでは，筋肉タンパク質の遺伝子が変異した線虫では，どのようにして #17 筋肉を形成するのか，また #18 筋肉遺伝子がどのように発現制御されるのかを説明します。,#13,そこに突然変異が入ったものは「動きの悪い」虫として簡単に見つけることができますので，,#14,これまでに膨大な数の変異体が分離され,explicit,原因・理由  
278,#1 動物と植物のちがいはなんでしょう。 #2 それは，動物が「動く」ことです。 #3 動きの源は筋肉組織です。 #4 この重要な筋肉の研究には長い歴史があり， #5 それぞれの目的に有利な材料が使われてきました。 #6 筋肉タンパク質の生化学的な性質はおもにウサギを使った実験から調べられてきましたし， #7 電気生理学的な性質はカエルを使った実験が主でした。 #8 しかし，筋肉タンパク質の構造と機能， #9 筋肉の形成機構を調べるには， #10 やはり遺伝学の手法が必要になってきます。 #11 そこで線虫の登場です。 #12 線虫にも立派な筋肉組織があります。 #13 そこに突然変異が入ったものは「動きの悪い」虫として簡単に見つけることができますので， #14 これまでに膨大な数の変異体が分離され #15 調べられてきました。 #16 ここでは，筋肉タンパク質の遺伝子が変異した線虫では，どのようにして #17 筋肉を形成するのか，また #18 筋肉遺伝子がどのように発現制御されるのかを説明します。,#14,これまでに膨大な数の変異体が分離され,#15,調べられてきました。,implicit,原因・理由  
280,#1 線虫の筋肉は，大きく分けて #2 体壁筋と咽頭筋の2つがあります。 #3 これ以外に，陰門筋，肛門筋，雄の交接筋などがあり， #4 神経刺激や動く目的によっていろいろなはたらきがあります（図10）。 #5 体壁筋は，線虫のからだの動きにかかわっていて， #6 骨格筋のように外界の刺激に応じて動きます。 #7 咽頭筋は，食餌のときに使われ， #8 律動的に動いています。,#5,体壁筋は，線虫のからだの動きにかかわっていて，,#6,骨格筋のように外界の刺激に応じて動きます。,implicit,原因・理由  
284,#1 体壁筋の主成分のミオシンB（unc−54遺伝子がコードしています）の突然変異体が単離されており， #2 多くはATPase活性部分の変異です。 #3 C末端部分が欠失した変異体の unc−54（e190）はとても動きが悪く，見分けやすいので， #4 遺伝解析にはよく使われます。 #5 ミオシンBのサプレッサー突然変異体は，ミオシンAの遺伝子の重複が原因でした。 #6 これは，ミオシンがつくられるときに，まずミオシンAがベアゾーンにパラミオシンと会合し， #7 次にミオシンBが集合して #8 太い繊維が形成されることからもよく理解できます。 #9 ミオシンBがなくても， #10 ミオシンAがその代わりをしたからです。,#3,C末端部分が欠失した変異体の unc−54はとても動きが悪く，見分けやすいので，,#4,遺伝解析にはよく使われます。,explicit,原因・理由  
284,#1 体壁筋の主成分のミオシンB（unc−54遺伝子がコードしています）の突然変異体が単離されており， #2 多くはATPase活性部分の変異です。 #3 C末端部分が欠失した変異体の unc−54（e190）はとても動きが悪く，見分けやすいので， #4 遺伝解析にはよく使われます。 #5 ミオシンBのサプレッサー突然変異体は，ミオシンAの遺伝子の重複が原因でした。 #6 これは，ミオシンがつくられるときに，まずミオシンAがベアゾーンにパラミオシンと会合し， #7 次にミオシンBが集合して #8 太い繊維が形成されることからもよく理解できます。 #9 ミオシンBがなくても， #10 ミオシンAがその代わりをしたからです。,#5,ミオシンBのサプレッサー突然変異体は，ミオシンAの遺伝子の重複が原因でした。,#10,ミオシンAがその代わりをしたからです。,explicit,原因・理由  
288,#1 パラミオシンは分子量10万のタンパク質で， #2 872アミノ酸のほとんどがミオシンH鎖のロッドによく似た7アミノ酸のくり返しによるヘリックス構造をとることが予測されました。 #3 アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され， #4 電子顕微鏡で得られた規則構造を分子レベルで裏づけました（図12）。 #5 突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため， #6 異常に強く集合して， #7 ミオシンH鎖とのバランスが乱れていることがわかりました。 #8 復帰変異体では電荷の逆転が起こり， #9 野生型に近い分子集合が可能であることがわかりました。 #10 さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので， #11 太い繊維の形成が，まずパラミオシンどうしがくっつき， #12 次にミオシンAがくっついて開始されることもわかりました。 #13 タンパク質化学的研究で解明できなかったことが，突然変異を解析することで明らかになったよい例です。,#5,突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため，,#6,異常に強く集合して，,explicit,原因・理由  
288,#1 パラミオシンは分子量10万のタンパク質で， #2 872アミノ酸のほとんどがミオシンH鎖のロッドによく似た7アミノ酸のくり返しによるヘリックス構造をとることが予測されました。 #3 アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され， #4 電子顕微鏡で得られた規則構造を分子レベルで裏づけました（図12）。 #5 突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため， #6 異常に強く集合して， #7 ミオシンH鎖とのバランスが乱れていることがわかりました。 #8 復帰変異体では電荷の逆転が起こり， #9 野生型に近い分子集合が可能であることがわかりました。 #10 さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので， #11 太い繊維の形成が，まずパラミオシンどうしがくっつき， #12 次にミオシンAがくっついて開始されることもわかりました。 #13 タンパク質化学的研究で解明できなかったことが，突然変異を解析することで明らかになったよい例です。,#5,突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため，,#7,ミオシンH鎖とのバランスが乱れていることがわかりました。,explicit,原因・理由  
288,#1 パラミオシンは分子量10万のタンパク質で， #2 872アミノ酸のほとんどがミオシンH鎖のロッドによく似た7アミノ酸のくり返しによるヘリックス構造をとることが予測されました。 #3 アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され， #4 電子顕微鏡で得られた規則構造を分子レベルで裏づけました（図12）。 #5 突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため， #6 異常に強く集合して， #7 ミオシンH鎖とのバランスが乱れていることがわかりました。 #8 復帰変異体では電荷の逆転が起こり， #9 野生型に近い分子集合が可能であることがわかりました。 #10 さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので， #11 太い繊維の形成が，まずパラミオシンどうしがくっつき， #12 次にミオシンAがくっついて開始されることもわかりました。 #13 タンパク質化学的研究で解明できなかったことが，突然変異を解析することで明らかになったよい例です。,#10,さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので，,#11,太い繊維の形成が，まずパラミオシンどうしがくっつき，,explicit,原因・理由  
288,#1 パラミオシンは分子量10万のタンパク質で， #2 872アミノ酸のほとんどがミオシンH鎖のロッドによく似た7アミノ酸のくり返しによるヘリックス構造をとることが予測されました。 #3 アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され， #4 電子顕微鏡で得られた規則構造を分子レベルで裏づけました（図12）。 #5 突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため， #6 異常に強く集合して， #7 ミオシンH鎖とのバランスが乱れていることがわかりました。 #8 復帰変異体では電荷の逆転が起こり， #9 野生型に近い分子集合が可能であることがわかりました。 #10 さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので， #11 太い繊維の形成が，まずパラミオシンどうしがくっつき， #12 次にミオシンAがくっついて開始されることもわかりました。 #13 タンパク質化学的研究で解明できなかったことが，突然変異を解析することで明らかになったよい例です。,#10,さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので，,#12,次にミオシンAがくっついて開始されることもわかりました。,explicit,原因・理由  
288,#1 パラミオシンは分子量10万のタンパク質で， #2 872アミノ酸のほとんどがミオシンH鎖のロッドによく似た7アミノ酸のくり返しによるヘリックス構造をとることが予測されました。 #3 アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され， #4 電子顕微鏡で得られた規則構造を分子レベルで裏づけました（図12）。 #5 突然変異体は，アミノ酸側鎖の電荷が野生型と逆転していたため， #6 異常に強く集合して， #7 ミオシンH鎖とのバランスが乱れていることがわかりました。 #8 復帰変異体では電荷の逆転が起こり， #9 野生型に近い分子集合が可能であることがわかりました。 #10 さらに，ミオシンAのC末端は，ミオシンBよりもパラミオシンに近いので， #11 太い繊維の形成が，まずパラミオシンどうしがくっつき， #12 次にミオシンAがくっついて開始されることもわかりました。 #13 タンパク質化学的研究で解明できなかったことが，突然変異を解析することで明らかになったよい例です。,#3,アミノ酸側鎖の電荷相互作用を基に，分子集合のモデルが構築され，,#4,電子顕微鏡で得られた規則構造を分子レベルで裏づけました。,implicit,原因・理由  
289,#1 けいれんを起こすunc−22突然変異の原因遺伝子は，Tc1標識法でクローン化されました。 #2 遺伝子産物はトゥイッチンという名のタンパク質で， #3 哺乳類で知られているミオシンとZ線をつなぐ弾性タンパク質のコネクチンと相同性がありました。 #4 くり返し #5 構造をもち， #6 欠失によって長さの異なる分子ができるために， #7 刺激の伝わりと筋収縮の調和が乱れ， #8 その結果， #9 けいれんが起こるのでしょう。 #10 分子内のリン酸化部位の構造と機能を調べるうえで，とても興味ある分子です。,#6,欠失によって長さの異なる分子ができるために，,#7,刺激の伝わりと筋収縮の調和が乱れ，,explicit,目的  
292,#1 トロポミオシンの遺伝子座はミオシンH鎖の隣りにあり， #2 遺伝子はレバミゾール耐性変異として単離されたlev−11遺伝子と同じものでした。 #3 レバミゾールは，線虫ではアセチルコリンの強力なアゴニストですから， #4 lev−11変異体では神経刺激によるカルシウム信号がトロポミオシンのところで止まるのでしょう。 #5 lev−11変異によって筋が収縮しないことは，太い繊維と細い繊維の滑りの分子機構を調べるうえで重要な手がかりを与えてくれます。,#3,レバミゾールは，線虫ではアセチルコリンの強力なアゴニストですから，,#4,lev−11変異体では神経刺激によるカルシウム信号がトロポミオシンのところで止まるのでしょう。,explicit,原因・理由  
293,#1 ミオシンL鎖（軽鎖ともいいます）が咽頭筋と体壁筋で発現しているのに対して， #2 トロポニンIとトロポニンCは体壁筋でしか発現しません。 #3 両組織でのカルシウムイオンの制御が異なるからでしょう。 #4 トロポニンCの突然変異は，胚発生の途中で致死に至るpat−10変異でした。 #5 トロポニンCは体壁筋にあるにもかかわらず， #6 発生が異常になるということは，トロポニンC遺伝子の異常が細胞間相互作用で以降の細胞分化になんらかの影響を及ぼしていることを示し， #7 興味ある問題を含んでいます。,#2,トロポニンIとトロポニンCは体壁筋でしか発現しません。,#3,両組織でのカルシウムイオンの制御が異なるからでしょう。,explicit,原因・理由  
299,#1 筋肉という分子機械の部品は，どのようにつくられるのでしょうか。 #2 設計図にあたる遺伝子は，ゲノム上に散在しています（表2参照）。 #3 機械製造工程にひとつの部品が欠けても #4 製品が完成しないことは，自動車の場合も筋肉の場合も同じです。 #5 筋肉タンパク質をコードする遺伝子の転写を制御する分子として，哺乳類の線維芽細胞を用いた生化学的な研究で，筋分化因子の MyoD が発見され， #6 おおいに注目されています。 #7 線虫でも，相同な遺伝子 CeMyoD が見つかり， #8 転写制御因子に特有のDNA結合ドメイン，bHLH（塩基性ヘリックス・ループ・ヘリックス）構造をもっていました。 #9 このことから，その遺伝子は hlh−1 と名づけられました。 #10 ノックアウト線虫がつくられましたが， #11 筋分化は弱いながらも起こりました。 #12 CeMyoD の作用は，筋分化の決定というよりも，遺伝子発現の促進に作用しているようです。,#7,線虫でも，相同な遺伝子 CeMyoD が見つかり，,#8,転写制御因子に特有のDNA結合ドメイン，bHLH構造をもっていました。,implicit,原因・理由  
299,#1 筋肉という分子機械の部品は，どのようにつくられるのでしょうか。 #2 設計図にあたる遺伝子は，ゲノム上に散在しています（表2参照）。 #3 機械製造工程にひとつの部品が欠けても #4 製品が完成しないことは，自動車の場合も筋肉の場合も同じです。 #5 筋肉タンパク質をコードする遺伝子の転写を制御する分子として，哺乳類の線維芽細胞を用いた生化学的な研究で，筋分化因子の MyoD が発見され， #6 おおいに注目されています。 #7 線虫でも，相同な遺伝子 CeMyoD が見つかり， #8 転写制御因子に特有のDNA結合ドメイン，bHLH（塩基性ヘリックス・ループ・ヘリックス）構造をもっていました。 #9 このことから，その遺伝子は hlh−1 と名づけられました。 #10 ノックアウト線虫がつくられましたが， #11 筋分化は弱いながらも起こりました。 #12 CeMyoD の作用は，筋分化の決定というよりも，遺伝子発現の促進に作用しているようです。,#10,ノックアウト線虫がつくられましたが，,#11,筋分化は弱いながらも起こりました。,implicit,原因・理由  
303,#1 細胞系譜から，筋肉細胞の分化課程は決まっています。 #2 隣りの細胞との相互作用が，分化にどのように影響するかは興味あるところです。 #3 筋肉細胞になるよう予定されている細胞を，順にレーザー光線で焼き殺すことによって，細胞系譜がどのように変わるかを詳細に調べた研究があります。 #4 これらの研究から，線虫の筋肉発生については細胞間の相互作用が重要で， #5 細胞表面にあるGLP−1タンパク質がかかわっていることがわかりました。 #6 細胞系譜がわかっていることを利用して， #7 初期発生と筋肉発生や神経発生が結びつけられるようになりました。,#4,これらの研究から，線虫の筋肉発生については細胞間の相互作用が重要で，,#5,細胞表面にあるGLP−1タンパク質がかかわっていることがわかりました。,implicit,原因・理由  
303,#1 細胞系譜から，筋肉細胞の分化課程は決まっています。 #2 隣りの細胞との相互作用が，分化にどのように影響するかは興味あるところです。 #3 筋肉細胞になるよう予定されている細胞を，順にレーザー光線で焼き殺すことによって，細胞系譜がどのように変わるかを詳細に調べた研究があります。 #4 これらの研究から，線虫の筋肉発生については細胞間の相互作用が重要で， #5 細胞表面にあるGLP−1タンパク質がかかわっていることがわかりました。 #6 細胞系譜がわかっていることを利用して， #7 初期発生と筋肉発生や神経発生が結びつけられるようになりました。,#6,細胞系譜がわかっていることを利用して，,#7,初期発生と筋肉発生や神経発生が結びつけられるようになりました。,implicit,原因・理由  
307,#1 問題はその分子機構でしょう。 #2 神経細胞へどのようにして分化するのか， #3 神経細胞がどうやって #4 正しい相手と回路をつくるのか。 #5 これらの神経生物学の中心問題を解くために， #6 線虫ではやはり突然変異体からのアプローチをとってきました。 #7 決められた時期に，決められた場所に，正しく伸展や移動ができない変異体などを通して，神経発生にかかわる遺伝子群が明らかにされてきました。,#5,これらの神経生物学の中心問題を解くために，,#6,線虫ではやはり突然変異体からのアプローチをとってきました。,explicit,目的  
309,#1 unc−4変異体は行動異常の突然変異体のひとつです。 #2 前進はできるのですが， #3 後退しようとすると， #4 背側を内側にして #5 どうにもならなくなるのです（図1）。 #6 では，線虫の前進と後退はどのようにして起こるのでしょうか。 #7 まず，線虫は横ばいに進みます。 #8 そして，背側と腹側の筋肉の収縮と弛緩をうまくくり返して， #9 波を送ることによって進むのです。 #10 サッカー場でのウェーブを想像すればよいでしょう。 #11 この行動を支配する神経が，筋肉に直接結合する興奮性運動ニューロン DA，DB，VA，VB（それぞれ7〜12個並んでいます）と，これらのニューロンにシナプス結合する介在ニューロン AVB，AVA です（図1）。 #12 前進は運動ニューロン DB，VB が背側と腹側の筋肉を収縮および #13 弛緩させて進みます。 #14 これを介在ニューロン AVB が仕切ります。 #15 後退は，DA，VA，そして AVA の役目です。,#3,後退しようとすると，,#5,どうにもならなくなるのです。,explicit,原因・理由  
309,#1 unc−4変異体は行動異常の突然変異体のひとつです。 #2 前進はできるのですが， #3 後退しようとすると， #4 背側を内側にして #5 どうにもならなくなるのです（図1）。 #6 では，線虫の前進と後退はどのようにして起こるのでしょうか。 #7 まず，線虫は横ばいに進みます。 #8 そして，背側と腹側の筋肉の収縮と弛緩をうまくくり返して， #9 波を送ることによって進むのです。 #10 サッカー場でのウェーブを想像すればよいでしょう。 #11 この行動を支配する神経が，筋肉に直接結合する興奮性運動ニューロン DA，DB，VA，VB（それぞれ7〜12個並んでいます）と，これらのニューロンにシナプス結合する介在ニューロン AVB，AVA です（図1）。 #12 前進は運動ニューロン DB，VB が背側と腹側の筋肉を収縮および #13 弛緩させて進みます。 #14 これを介在ニューロン AVB が仕切ります。 #15 後退は，DA，VA，そして AVA の役目です。,#4,背側を内側にして,#5,どうにもならなくなるのです。,implicit,原因・理由  
311,#1 トランスポゾン標識法という方法によって，unc−4遺伝子がクローン化されました。 #2 塩基配列を決定したところ， #3 ホメオドメインを含む転写制御因子をコードする遺伝子と同じでした。 #4 そこで，unc−4変異体で神経経路が異常になるのは，unc−4遺伝子の制御で発現される，より下流の遺伝子産物が，細胞間の特異的な認識を行っているためだろうと考えられています。 #5 unc−4遺伝子は，VA では発現していますが， #6 AVA では発現していません。 #7 また，VA は VB 由来の細胞ですから， #8 unc−4遺伝子は VB で発現している遺伝子を，VA では発現させなくしているのかもしれません。 #9 そのため， #10 VB での介在ニューロンからのシナプスの受け入れが，VA ではできなくなったのでしょう。 #11 突然変異体の解剖学的な観察，行動異常，遺伝子操作の実験が，すべて合理的に理解された例です。,#7,また，VA は VB 由来の細胞ですから，,#8,unc−4遺伝子は VB で発現している遺伝子を，VA では発現させなくしているのかもしれません。,explicit,原因・理由  
316,#1 unc−33突然変異体は，軸索の誘導と伸展が異常なため， #2 動きが悪くなっています。 #3 1つの遺伝子から，大きさのちがいとN末端にある負電荷部分の欠落した，3つの亜型の産物がつくられます。 #4 相同性のあるタンパク質は知られていませんが， #5 突然変異の表現型から，神経細胞の細胞骨格，とくにMAPタンパク質（微小管関連タンパク質）のひとつと推定されます。 #6 神経回路に異常の見られる数多くの突然変異体を，モノクローン抗体を使った蛍光染色法によって解析し， #7 変異を起こした遺伝子の解析から神経分化にかかわる新しい要因を探ろうという研究も精力的に行なわれています。,#1,unc−33突然変異体は，軸索の誘導と伸展が異常なため，,#2,動きが悪くなっています。,explicit,原因・理由  
319,#1 突然変異体を単離して #2 詳しく調べ， #3 遺伝子操作の技術を使って #4 遺伝子産物が解明されると， #5 現象のレベル（表現型）の多くの異常が，分子のレベル（遺伝子型）でうまく説明できるようになります。 #6 unc−104遺伝子の突然変異によって，運動性，食餌のためのポンピング，排泄周期，産卵数など，いくつかの異常が観察されます。 #7 unc−104遺伝子の突然変異体は，動きはほとんどなく，排泄もとてもゆっくりしているし， #8 変異形質がホモの場合はほとんど産卵できません。 #9 胎生期にはほとんど差が見られませんが， #10 孵卵後に突然変異による異常がはっきりと現われてきます。 #11 unc−104遺伝子の産物は，シナプス顆粒の軸索輸送に必要なキネシンに似た微小管モーター・タンパク質です。 #12 1584アミノ酸残基で，モータードメインをN末端側にもっています。 #13 いくつかの突然変異体の解析結果から，図3のようなモデルが考えられています。 #14 unc−104突然変異体の表現型は，cha−1突然変異体（アセチルコリンエステラーゼの異常）に似ているので， #15 シナプスも異常です。,#14,unc−104突然変異体の表現型は，cha−1突然変異体に似ているので，,#15,シナプスも異常です。,explicit,原因・理由  
